timestamp,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz,gripper
1770929411.6723564,0.61,-0.52,-0.52,-2.63,0.43,3.16,53.7,-62.4,417.7,-93.69,3.18,-89.15,3.0
1770929411.716655,0.6099999972949024,-0.6640111586825814,-0.5200000000000001,-2.8397329284682282,0.42985741613434164,3.2506912860380117,54.97315866299938,-62.429210170180575,417.47925926320283,-93.94604053224388,3.251039759050499,-89.16981694159237,3.0
1770929411.760954,0.609999997835922,-0.9774311491682875,-0.5200000000000001,-2.550897453885694,0.4298859329074734,3.338330806608187,56.449638041510624,-62.42559035836669,417.43007407722894,-93.94838798135068,3.3408318072403995,-89.17496466438503,3.0
1770929411.8052526,0.6099999999999999,-1.4,-0.52,-1.9299999999999997,0.43,3.42,58.00000000000001,-62.4,417.5,-93.78,3.44,-89.17,3.0
1770929411.8492591,0.6100000021640781,-1.8714577397206016,-0.5200000000000001,-1.1435469905587505,0.4301140670925267,3.4927803045029244,59.49480640293384,-62.363298530522215,417.6365925894378,-93.52383424087158,3.5391681927596013,-89.15947978005946,3.0
1770929411.893266,0.6100000027050977,-2.331544396872974,-0.52,-0.3580448493095496,0.43014258386565835,3.5537531584064337,60.8046191147784,-62.32634538537499,417.7874074034639,-93.26284835664501,3.628960240949501,-89.1479608361854,3.0
1770929411.9372725,0.61,-2.72,-0.52,0.2600000000000001,0.43,3.6,61.800000000000004,-62.3,417.90000000000003,-93.08000000000001,3.7,-89.14,3.0
1770929411.98126,0.609999994048785,-2.991268993546123,-0.5200000000000001,0.5839208907032307,0.4296863154955516,3.631150458913254,62.40687498452454,-62.29166978180463,417.92992593460156,-93.04010398575136,3.7459911736148004,-89.1393009752069,3.0
1770929412.0252476,0.6099999913436873,-3.1586134855620385,-0.5200000000000001,0.6464101844572248,0.42954373162989323,3.65702693013645,62.772626240116516,-62.29495402605926,417.8647407533599,-93.1354037772545,3.7729568585912254,-89.14615495383632,3.0
1770929412.069235,0.6100000000000001,-3.25,-0.52,0.5200000000000001,0.43,3.6900000000000004,63.10000000000001,-62.300000000000004,417.7,-93.34,3.79,-89.16,3.0
1770929412.1132362,0.6100000216407818,-3.2897625823912025,-0.5200000000000001,0.27415972404212396,0.431140670925267,3.738914156140358,63.52954551081985,-62.2996519718889,417.443703672156,-93.62315722353048,3.806496742410826,-89.17998298577963,3.0
1770929412.157237,0.6100000319201531,-3.2877053645825787,-0.5200000000000001,-0.03389218481564523,0.4316824896147688,3.7985094914181388,63.95302407290373,-62.29754221409168,417.1536295830967,-93.93479579359635,3.8329160283893016,-89.20408601513607,3.0
1770929412.2012382,0.6099999999999999,-3.25,-0.52,-0.35,0.42999999999999994,3.86,64.2,-62.29999999999999,416.8999999999999,-94.22,3.8799999999999994,-89.22999999999999,3.0
1770929412.245254,0.6099999193880882,-3.192643639852033,-0.52,-0.6290783053902437,0.4257510008033806,3.9172669905993915,64.20827630552942,-62.30972233063979,416.72488900640434,-94.44467452753418,3.9546885234085623,-89.25558189648945,3.0
1770929412.28927,0.6099998809757007,-3.1709354264780205,-0.52,-0.8623229266761241,0.4237263099110318,3.9748610301169247,64.34861080160198,-62.31487711757404,416.5577779512906,-94.65800564095278,4.048712361184902,-89.27935283747136,3.0
1770929412.3332858,0.6099999999999999,-3.25,-0.52,-1.0499999999999998,0.43,4.04,65.1,-62.29999999999999,416.3,-94.92999999999999,4.15,-89.29999999999998,3.0
1770929412.3772686,0.6100003008068653,-3.478551747089554,-0.52,-1.1719205765552223,0.44585532586121057,4.117943807388001,66.76697889669208,-62.25775500184822,415.8974810429673,-95.2907372589254,4.2477121269178895,-89.31805979863296,3.0
1770929412.4212515,0.610000444177044,-3.8396640406164497,-0.52,-1.1260753677391164,0.45341227074110413,4.206120462188238,68.95623642439206,-62.213319685982505,415.4745178710002,-95.61058904999996,4.335938230574795,-89.34146559794145,3.0
1770929412.4652343,0.6099999999999999,-4.3,-0.52,-0.79,0.42999999999999994,4.3,71.1,-62.2,415.2,-95.71999999999998,4.409999999999999,-89.38,3.0
1770929412.5092475,0.6099988773844504,-4.823890112530488,-0.52,-0.10064679579627525,0.3611980661221475,4.395031853922675,72.77195625585033,-62.24073914344885,415.18518682172663,-95.51422828861604,4.467425931882847,-89.43995668675646,3.0
1770929412.5532608,0.6099983423161233,-5.366334336982101,-0.52,0.767365138373328,0.26558757008751505,4.486583047056048,74.11162868601492,-62.31702932368114,415.3108172313752,-95.14778630719549,4.5145717535529535,-89.51367365965173,3.0
1770929412.597274,0.61,-5.88,-0.52,1.5799999999999998,0.17,4.57,75.4,-62.4,415.4,-94.84,4.56,-89.58999999999999,3.0
1770929412.641269,0.6100041896553333,-6.329961876862563,-0.52,2.15413738936995,0.09268574298353285,4.641188036180555,76.85630719101772,-62.46817731324533,415.31362352197823,-94.76012736438824,4.609991552958127,-89.66396530619305,3.0
1770929412.685264,0.610006186558463,-6.730924537381064,-0.52,2.5103185179495004,0.017570782242170072,4.698288090328309,78.45280438710381,-62.52967413040408,415.0636946849803,-94.87715461010697,4.6617006811393145,-89.75532124493313,3.0
1770929412.729259,0.61,-7.11,-0.52,2.7200000000000006,-0.08,4.74,80.1,-62.6,414.7,-95.11000000000001,4.71,-89.89000000000001,3.0
1770929412.773597,0.6099843639942164,-7.48959571335259,-0.5199999999999999,2.847060201279438,-0.2160151121303521,4.767623408762513,81.72874090600476,-62.69025530727357,414.2677264977681,-95.3885955871644,4.751496745173532,-90.08270060698985,3.0
1770929412.8179348,0.6099769114500254,-7.873300846826971,-0.52,2.9250644935323717,-0.3717966249821201,4.792857184223309,83.3512278396439,-62.79390378433218,413.793663287963,-95.68692858571004,4.789736633000899,-90.30318950876395,3.0
1770929412.8622727,0.61,-8.26,-0.52,2.9799999999999995,-0.5199999999999999,4.829999999999999,85.0,-62.9,413.3,-95.99,4.83,-90.51,3.0
1770929412.9062705,0.6100583543678006,-8.647581195652995,-0.52,3.033918101808594,-0.6386252944621218,4.8909109213619875,86.6953958516299,-62.99672738358635,412.80435937583843,-96.28660139806529,4.8784659107921895,-90.67041745103285,3.0
1770929412.9502683,0.6100861676414356,-9.029946149385122,-0.5200000000000001,3.0931272116247164,-0.7270509489803547,4.977690580185861,88.40895092098728,-63.06878480634127,412.30609660761246,-96.5806866026085,4.944908342412646,-90.78673553482595,3.0
1770929412.994266,0.61,-9.4,-0.52,3.16,-0.79,5.090000000000001,90.1,-63.1,411.80000000000007,-96.88,5.039999999999999,-90.87,3.0
1770929413.038271,0.6097822185345808,-9.753783207739126,-0.52,3.2331933174121104,-0.8320763026137513,5.225769942826573,91.74152753932749,-63.0820944176403,411.28150266554496,-97.1909247465003,5.168713685731782,-90.93081477406406,3.0
1770929413.0822759,0.6096784179842322,-10.0998775185955,-0.5200000000000001,3.296500734042837,-0.8574069865038679,5.376010124662878,93.36111662455517,-63.03836439771014,410.7486169482541,-97.51439907793007,5.313222589941111,-90.97801650008049,3.0
1770929413.1262808,0.61,-10.45,-0.52,3.33,-0.87,5.53,95.00000000000001,-63.0,410.2,-97.85000000000001,5.45,-91.02,3.0
1770929413.1702957,0.6108127714938762,-10.814323010427534,-0.52,3.324049369283706,-0.8738102358236132,5.679342640665058,96.69404954661574,-62.98970976066728,409.63259292494484,-98.19710702334092,5.562234901836234,-91.06410123048873,3.0
1770929413.2143104,0.611200160421636,-11.19684007252917,-0.5200000000000001,3.3101291114631963,-0.872580364263433,5.824935587829298,98.45769369190322,-62.996276121336734,409.03647263640846,-98.55430967826388,5.6599790756006865,-91.1134206870744,3.0
1770929413.2583253,0.61,-11.6,-0.52,3.3300000000000005,-0.87,5.970000000000001,100.30000000000001,-63.00000000000001,408.40000000000003,-98.92,5.759999999999999,-91.17,3.0
1770929413.3023062,0.6069666954899141,-12.02448030610628,-0.52,3.4135721684160303,-0.8689790503880924,6.116859494513198,102.2193113112466,-62.98499246561653,407.71775526430537,-99.2899064193953,5.8760504106269815,-91.23426178546248,3.0
